Latitude,Longitude,Altitude (m)
-14.176420000,132.024540000,114.7
-14.177080000,132.025570000,114.5
-14.179610000,132.029860000,111.0
-14.180600000,132.031200000,108.4
-14.181670000,132.032430000,104.0
-14.182690000,132.033420000,99.0
-14.183700000,132.034250000,100.9
-14.184580000,132.034870000,103.2
-14.186080000,132.035730000,107.9
-14.188060000,132.036590000,109.8
-14.189030000,132.036910000,110.5
-14.190070000,132.037180000,112.4
-14.192520000,132.037620000,115.0
-14.192820000,132.037530000,115.8
-14.193940000,132.037700000,119.1
-14.202520000,132.038550000,112.5
-14.227610000,132.040490000,131.7
-14.228460000,132.040620000,131.7
-14.229850000,132.040920000,134.0
-14.231760000,132.041500000,135.3
-14.233310000,132.042140000,132.6
-14.234830000,132.042960000,130.6
-14.236780000,132.044250000,135.4
-14.237750000,132.045040000,138.5
-14.238710000,132.045920000,139.2
-14.248960000,132.056310000,166.9
-14.251970000,132.059210000,167.0
-14.254840000,132.061600000,159.3
-14.256130000,132.062570000,160.3
-14.257650000,132.063660000,160.5
-14.259880000,132.065100000,156.1
-14.263220000,132.066990000,163.5
-14.265870000,132.068290000,171.2
-14.268300000,132.069320000,167.3
-14.270790000,132.070260000,162.3
-14.273340000,132.071070000,163.0
-14.275140000,132.071560000,161.5
-14.283570000,132.073420000,168.6
-14.284750000,132.073730000,173.2
-14.285960000,132.074150000,174.7
-14.287950000,132.075030000,169.8
-14.289060000,132.075640000,167.2
-14.291010000,132.076900000,174.4
-14.292360000,132.077980000,170.6
-14.293460000,132.078990000,167.4
-14.294910000,132.080480000,166.7
-14.295700000,132.081430000,164.0
-14.296410000,132.082400000,166.7
-14.297110000,132.083500000,171.5
-14.298910000,132.086850000,183.0
-14.302340000,132.093030000,190.2
-14.302980000,132.094000000,192.4
-14.303820000,132.094990000,192.2
-14.304880000,132.095980000,191.8
-14.310210000,132.100130000,194.5
-14.323910000,132.110970000,184.9
-14.324560000,132.111640000,184.6
-14.325120000,132.112380000,181.1
-14.327840000,132.116840000,173.6
-14.328320000,132.117490000,172.0
-14.328740000,132.117960000,171.4
-14.329330000,132.118530000,170.8
-14.330100000,132.119110000,166.2
-14.336290000,132.122760000,164.1
-14.337170000,132.123380000,166.6
-14.337560000,132.123720000,167.0
-14.338310000,132.124490000,167.0
-14.347300000,132.134880000,156.0
-14.348320000,132.135920000,158.2
-14.349010000,132.136480000,159.9
-14.349530000,132.136820000,159.1
-14.350550000,132.137340000,158.8
-14.351250000,132.137590000,157.3
-14.352580000,132.137890000,154.6
-14.358420000,132.138660000,156.6
-14.358930000,132.138750000,156.5
-14.359990000,132.139070000,153.3
-14.360870000,132.139470000,149.6
-14.361810000,132.140040000,148.0
-14.362410000,132.140500000,147.6
-14.363220000,132.141280000,148.8
-14.363710000,132.141890000,149.9
-14.364220000,132.142650000,148.9
-14.372140000,132.156470000,144.3
-14.372700000,132.157260000,144.5
-14.373790000,132.158580000,143.0
-14.374280000,132.159290000,144.4
-14.381620000,132.173300000,134.0
-14.382180000,132.174220000,134.6
-14.383110000,132.175260000,132.9
-14.383510000,132.175610000,132.2
-14.384390000,132.176190000,131.8
-14.385250000,132.176600000,128.6
-14.386000000,132.176840000,127.5
-14.387490000,132.177080000,126.0
-14.393970000,132.177810000,125.3
-14.394770000,132.177960000,125.5
-14.395520000,132.178170000,126.4
-14.396740000,132.178710000,127.6
-14.402250000,132.181660000,135.7
-14.403080000,132.182240000,136.5
-14.404040000,132.183170000,137.8
-14.404460000,132.183720000,137.8
-14.404800000,132.184280000,138.0
-14.405200000,132.185110000,138.0
-14.405450000,132.185850000,138.0
-14.409040000,132.203070000,127.6
-14.409310000,132.203920000,128.2
-14.409610000,132.204600000,127.4
-14.410090000,132.205480000,126.4
-14.410540000,132.206120000,126.1
-14.411150000,132.206810000,124.3
-14.411740000,132.207370000,124.7
-14.412370000,132.207840000,125.8
-14.413050000,132.208280000,127.5
-14.425670000,132.214110000,125.5
-14.426370000,132.214520000,125.6
-14.427420000,132.215230000,124.9
-14.428390000,132.216030000,125.0
-14.429050000,132.216670000,125.9
-14.430040000,132.217810000,127.4
-14.430910000,132.219060000,126.2
-14.438200000,132.231340000,119.2
-14.439860000,132.234030000,114.9
-14.444190000,132.239920000,108.4
-14.445000000,132.240880000,110.1
-14.445910000,132.241800000,111.5
-14.452940000,132.247740000,108.0
-14.453700000,132.248430000,108.2
-14.454490000,132.249290000,108.9
-14.456850000,132.252260000,106.4
-14.460760000,132.257320000,108.7
-14.461630000,132.258500000,98.6
-14.462640000,132.259750000,105.3
-14.462680000,132.259890000,105.9
-14.465660000,132.263670000,108.8
-14.467610000,132.266550000,105.4
-14.467920000,132.267080000,107.5
-14.468170000,132.267640000,109.0
-14.468450000,132.268570000,108.1
-14.468880000,132.270380000,107.3
-14.469530000,132.274350000,107.0
-14.469910000,132.276040000,106.0
-14.473270000,132.289700000,112.0
-14.473360000,132.289850000,112.4
-14.473440000,132.290320000,112.6
-14.474210000,132.293400000,111.9
-14.474710000,132.295610000,111.0
-14.475330000,132.297870000,111.2
-14.476400000,132.302070000,112.5
-14.480890000,132.320460000,115.4
-14.482350000,132.326190000,116.5
-14.483090000,132.329960000,115.4
-14.483660000,132.331500000,116.5
-14.483920000,132.332600000,117.8
-14.483910000,132.332710000,118.0
-14.484950000,132.336980000,121.3
-14.485110000,132.339080000,120.7
-14.485020000,132.340320000,120.9
-14.484720000,132.341780000,122.0
-14.484500000,132.342500000,122.0
-14.484000000,132.343720000,121.2
-14.483160000,132.345150000,121.8
-14.482120000,132.346470000,121.0
-14.481430000,132.347130000,122.2
-14.478360000,132.349710000,124.0
-14.477620000,132.350530000,125.4
-14.476870000,132.351570000,127.5
-14.476100000,132.352970000,127.9
-14.475560000,132.354400000,129.8
-14.475260000,132.355690000,130.1
-14.475160000,132.356390000,131.9
-14.475080000,132.358050000,134.0
-14.475200000,132.359330000,136.0
-14.475450000,132.360640000,136.9
-14.483060000,132.394250000,142.8
-14.483960000,132.397300000,144.2
-14.485190000,132.400420000,146.4
-14.486380000,132.402960000,146.9
-14.487920000,132.405730000,149.0
-14.488890000,132.407240000,148.0
-14.490300000,132.409230000,147.7
-14.492280000,132.411650000,151.2
-14.493230000,132.412700000,153.8
-14.494960000,132.414420000,157.4
-14.496460000,132.415760000,158.7
-14.497760000,132.416800000,161.9
-14.510620000,132.426470000,176.4
-14.511990000,132.427370000,179.1
-14.512870000,132.427860000,179.8
-14.513970000,132.428380000,182.2
-14.514910000,132.428750000,183.6
-14.516410000,132.429230000,186.2
-14.533610000,132.432950000,175.0
-14.535450000,132.433400000,173.2
-14.536700000,132.433800000,170.9
-14.538950000,132.434720000,169.2
-14.540580000,132.435560000,169.5
-14.541390000,132.436040000,167.1
-14.543430000,132.437430000,162.9
-14.545230000,132.438950000,160.4
-14.546680000,132.440440000,160.5
-14.547410000,132.441270000,159.4
-14.548360000,132.442500000,160.9
-14.549350000,132.443960000,161.2
-14.551710000,132.447950000,165.0
-14.576860000,132.491320000,185.2
-14.577590000,132.492840000,186.8
-14.577970000,132.493900000,188.3
-14.578250000,132.494900000,188.1
-14.587280000,132.535860000,201.0
-14.587870000,132.537720000,200.0
-14.588320000,132.538750000,201.0
-14.588720000,132.539520000,200.9
-14.609990000,132.575070000,179.8
-14.628930000,132.606580000,186.2
-14.641490000,132.627600000,188.9
-14.644890000,132.633200000,195.7
-14.646710000,132.636340000,193.0
-14.655830000,132.651620000,198.0
-14.656270000,132.652480000,198.5
-14.656710000,132.653490000,197.2
-14.657100000,132.654650000,196.5
-14.657330000,132.655570000,196.2
-14.657560000,132.656980000,197.7
-14.657630000,132.657920000,197.1
-14.657620000,132.659330000,199.5
-14.657530000,132.661340000,198.6
-14.657590000,132.662720000,200.8
-14.657770000,132.663730000,201.0
-14.658040000,132.664620000,200.5
-14.658430000,132.665510000,200.5
-14.658890000,132.666300000,199.3
-14.659630000,132.667330000,199.4
-14.660390000,132.668170000,198.3
-14.660850000,132.668570000,197.7
-14.661420000,132.669010000,197.1
-14.662050000,132.669400000,196.6
-14.662700000,132.669720000,195.8
-14.663610000,132.670070000,195.7
-14.664840000,132.670350000,195.1
-14.665430000,132.670420000,195.5
-14.669310000,132.670330000,194.2
-14.670260000,132.670380000,193.1
-14.671150000,132.670550000,193.5
-14.672480000,132.670980000,193.3
-14.673330000,132.671420000,194.4
-14.674030000,132.671850000,193.9
-14.674970000,132.672630000,194.0
-14.676010000,132.673850000,193.2
-14.676460000,132.674610000,193.6
-14.676820000,132.675410000,193.2
-14.681100000,132.688970000,191.4
-14.689680000,132.716790000,198.1
-14.693790000,132.729640000,193.1
-14.695800000,132.736290000,185.6
-14.699730000,132.748330000,177.0
-14.704960000,132.765770000,171.6
-14.708470000,132.776570000,164.1
-14.708970000,132.778510000,165.2
-14.714260000,132.802170000,162.5
-14.714740000,132.803910000,163.8
-14.715360000,132.805400000,166.6
-14.721900000,132.818570000,159.1
-14.722810000,132.820240000,158.6
-14.724220000,132.822440000,162.1
-14.725120000,132.823640000,161.2
-14.725900000,132.824570000,163.5
-14.727620000,132.826390000,165.9
-14.729440000,132.828000000,169.1
-14.730300000,132.828660000,167.6
-14.732450000,132.830120000,165.3
-14.747400000,132.839130000,164.0
-14.748540000,132.839830000,163.6
-14.750130000,132.840940000,160.3
-14.751060000,132.841670000,161.8
-14.753130000,132.843460000,165.2
-14.754570000,132.844960000,164.1
-14.756150000,132.846850000,164.3
-14.757530000,132.848730000,162.1
-14.758630000,132.850480000,158.0
-14.759610000,132.852270000,156.4
-14.774520000,132.879880000,154.2
-14.775190000,132.881270000,154.1
-14.775740000,132.882710000,153.9
-14.776310000,132.884820000,154.1
-14.776630000,132.886930000,153.3
-14.777860000,132.897950000,155.9
-14.778120000,132.899480000,156.0
-14.778370000,132.900460000,157.7
-14.778890000,132.902050000,161.4
-14.779780000,132.903970000,163.4
-14.780630000,132.905350000,160.9
-14.781630000,132.906700000,157.8
-14.782960000,132.908110000,155.4
-14.784140000,132.909120000,155.0
-14.813910000,132.931900000,156.3
-14.815040000,132.932830000,156.2
-14.816200000,132.933870000,154.3
-14.817260000,132.934920000,153.0
-14.818310000,132.936070000,151.0
-14.819750000,132.937840000,151.9
-14.820890000,132.939460000,150.8
-14.822040000,132.941300000,150.1
-14.823050000,132.943200000,149.2
-14.823670000,132.944540000,151.0
-14.824600000,132.946950000,151.2
-14.827860000,132.956950000,145.3
-14.828390000,132.958460000,145.3
-14.828970000,132.959870000,147.6
-14.829940000,132.961950000,145.1
-14.831070000,132.964000000,145.9
-14.832250000,132.965820000,149.4
-14.833760000,132.967830000,153.0
-14.835620000,132.969950000,154.1
-14.836740000,132.971090000,151.6
-14.838060000,132.972280000,151.7
-14.857880000,132.988300000,144.0
-14.859340000,132.989500000,144.6
-14.860610000,132.990750000,144.0
-14.861260000,132.991490000,142.9
-14.862000000,132.992450000,140.2
-14.862910000,132.993820000,141.1
-14.873390000,133.012830000,147.8
-14.874060000,133.013910000,146.8
-14.875060000,133.015230000,146.9
-14.876050000,133.016350000,147.6
-14.925030000,133.068990000,139.0
-14.925970000,133.069940000,137.1
-14.927040000,133.070720000,138.2
-14.927800000,133.071140000,139.4
-14.928380000,133.071390000,139.3
-14.929420000,133.071720000,138.9
-14.930210000,133.071860000,138.8
-14.943210000,133.072800000,146.3
-14.944470000,133.072900000,145.4
-14.945750000,133.073100000,146.2
-15.016140000,133.085470000,163.1
-15.019190000,133.085830000,159.0
-15.021690000,133.085980000,158.7
-15.024840000,133.085990000,161.9
-15.028980000,133.085670000,162.6
-15.032310000,133.085140000,162.1
-15.035480000,133.084430000,162.0
-15.038580000,133.083490000,165.2
-15.041330000,133.082460000,167.9
-15.042700000,133.081880000,168.0
-15.045790000,133.080360000,168.5
-15.051750000,133.077120000,169.6
-15.053890000,133.076140000,169.2
-15.056370000,133.075160000,172.9
-15.058730000,133.074380000,171.2
-15.062050000,133.073490000,168.6
-15.064430000,133.073010000,165.0
-15.067850000,133.072530000,157.6
-15.070500000,133.072340000,155.9
-15.072040000,133.072290000,154.4
-15.074040000,133.072310000,151.6
-15.077390000,133.072530000,152.9
-15.079710000,133.072830000,150.3
-15.081640000,133.073160000,151.5
-15.084350000,133.073760000,151.4
-15.086670000,133.074420000,152.7
-15.090000000,133.075460000,148.0
-15.092380000,133.076040000,146.0
-15.094330000,133.076380000,143.8
-15.096890000,133.076670000,142.7
-15.098620000,133.076750000,142.4
-15.100420000,133.076760000,143.4
-15.116100000,133.076010000,143.9
-15.118700000,133.076000000,145.6
-15.121960000,133.076200000,143.9
-15.124640000,133.076530000,142.9
-15.126740000,133.076900000,146.0
-15.131130000,133.078000000,143.1
-15.135060000,133.079400000,149.2
-15.145190000,133.083950000,158.2
-15.146940000,133.084670000,162.6
-15.150960000,133.086130000,170.4
-15.231970000,133.113160000,181.4
-15.235310000,133.114090000,185.1
-15.237710000,133.114600000,182.7
-15.253120000,133.117290000,170.7
-15.255420000,133.117740000,171.0
-15.257390000,133.118260000,172.7
-15.259700000,133.119000000,171.1
-15.261590000,133.119760000,173.8
-15.264060000,133.120930000,174.7
-15.301120000,133.141500000,184.4
-15.302430000,133.142110000,181.3
-15.304580000,133.142860000,179.9
-15.319890000,133.147910000,178.4
-15.419640000,133.180670000,181.3
-15.421080000,133.181030000,180.7
-15.560000000,133.209910000,189.0
-15.562030000,133.210440000,188.4
-15.563780000,133.211110000,188.6
-15.565740000,133.211980000,189.3
-15.570660000,133.214390000,191.0
-15.574960000,133.216600000,187.1
-15.588200000,133.223220000,189.8
-15.597170000,133.227580000,186.2
-15.602380000,133.230220000,187.2
-15.603960000,133.231030000,186.0
-15.605200000,133.231870000,186.7
-15.606620000,133.233190000,183.1
-15.622630000,133.249000000,180.9
-15.632770000,133.258860000,181.8
-15.646360000,133.271940000,187.8
-15.661880000,133.287630000,181.1
-15.663430000,133.289110000,181.0
-15.664810000,133.290110000,181.9
-15.665620000,133.290600000,181.9
-15.680220000,133.298460000,176.6
-15.681670000,133.299540000,174.0
-15.682870000,133.300650000,173.8
-15.684120000,133.302140000,175.5
-15.684970000,133.303440000,175.1
-15.689380000,133.311050000,179.4
-15.690520000,133.312530000,179.4
-15.691280000,133.313340000,180.5
-15.692120000,133.314090000,181.0
-15.692880000,133.314660000,180.8
-15.694410000,133.315550000,181.2
-15.701060000,133.318440000,184.2
-15.701930000,133.318910000,185.2
-15.703080000,133.319680000,184.6
-15.704410000,133.320820000,186.3
-15.705080000,133.321520000,186.0
-15.705930000,133.322550000,184.0
-15.706520000,133.323420000,184.0
-15.707240000,133.324700000,183.8
-15.711270000,133.333620000,181.3
-15.712020000,133.334990000,181.1
-15.715330000,133.339560000,183.0
-15.725830000,133.353710000,185.5
-15.726260000,133.354180000,186.0
-15.727340000,133.355170000,185.7
-15.739220000,133.364960000,187.1
-15.751920000,133.375510000,187.9
-15.753060000,133.376420000,189.2
-15.753790000,133.376880000,188.9
-15.754760000,133.377310000,188.3
-15.755730000,133.377600000,187.1
-15.756630000,133.377740000,187.3
-15.757600000,133.377750000,188.3
-15.768220000,133.376740000,188.2
-15.769490000,133.376570000,188.6
-15.771020000,133.376470000,188.5
-15.772140000,133.376470000,189.0
-15.805000000,133.380010000,184.0
-15.806460000,133.380270000,182.2
-15.807270000,133.380500000,182.5
-15.821910000,133.386540000,190.8
-15.828720000,133.389410000,189.1
-15.830300000,133.390320000,190.6
-15.845710000,133.400170000,190.7
-15.846450000,133.400600000,190.7
-15.847530000,133.401110000,190.7
-15.848690000,133.401530000,191.3
-15.856750000,133.403840000,187.4
-15.871400000,133.408680000,187.3
-15.872500000,133.408970000,187.0
-15.873960000,133.409250000,189.0
-15.881320000,133.410490000,189.3
-15.885310000,133.411730000,188.9
-15.886500000,133.412280000,187.6
-15.887290000,133.412830000,186.9
-15.888310000,133.413740000,188.0
-15.889220000,133.414890000,187.9
-15.890370000,133.416580000,190.3
-15.891050000,133.417430000,190.0
-15.891880000,133.418210000,189.0
-15.892700000,133.418810000,189.1
-15.893960000,133.419460000,189.4
-15.894610000,133.419710000,189.8
-15.895590000,133.419940000,189.3
-15.897360000,133.420120000,188.1
-15.900850000,133.420290000,190.3
-15.901770000,133.420420000,190.5
-15.902330000,133.420580000,190.7
-15.903430000,133.420980000,189.8
-15.904120000,133.421380000,190.0
-15.904600000,133.421660000,190.0
-15.906780000,133.423300000,192.2
-15.907840000,133.423830000,191.9
-15.908710000,133.424150000,191.6
-15.917830000,133.427020000,192.3
-15.920280000,133.427930000,192.8
-15.932410000,133.433210000,193.9
-15.934530000,133.433950000,193.4
-15.936060000,133.434380000,194.5
-15.937270000,133.434630000,192.4
-15.939940000,133.435000000,192.9
-15.941390000,133.435100000,192.6
-15.942510000,133.435110000,191.2
-15.964320000,133.434270000,192.2
-15.984660000,133.433600000,193.4
-15.986130000,133.433540000,192.8
-15.986890000,133.433440000,193.4
-15.987630000,133.433220000,194.8
-15.988220000,133.432950000,194.5
-15.988920000,133.432520000,193.6
-15.989540000,133.431990000,193.8
-15.990240000,133.431140000,194.2
-15.990690000,133.430370000,194.5
-15.991090000,133.429330000,194.1
-15.991840000,133.427080000,193.5
-15.992240000,133.426140000,193.6
-15.992790000,133.425300000,193.0
-15.993250000,133.424830000,192.5
-15.993580000,133.424520000,193.3
-15.994410000,133.423940000,193.9
-15.994960000,133.423660000,193.1
-15.996990000,133.422880000,193.1
-15.997490000,133.422580000,192.1
-16.001500000,133.419830000,195.0
-16.002830000,133.419360000,192.5
-16.011710000,133.417320000,192.3
-16.012740000,133.417010000,193.2
-16.024940000,133.412180000,194.6
