Latitude,Longitude,Altitude (m)
-25.278270000,133.210510000,399.0
-25.281520000,133.210000000,400.8
-25.282880000,133.209720000,399.5
-25.285200000,133.209140000,400.0
-25.287250000,133.208540000,401.8
-25.320170000,133.197370000,406.1
-25.323670000,133.196370000,405.8
-25.326140000,133.195750000,406.6
-25.329040000,133.195120000,408.1
-25.330620000,133.194830000,406.0
-25.334610000,133.194240000,408.0
-25.338260000,133.193870000,410.9
-25.377970000,133.191350000,420.0
-25.380910000,133.191270000,422.5
-25.383800000,133.191370000,422.0
-25.387050000,133.191680000,424.1
-25.389850000,133.192140000,425.2
-25.392640000,133.192750000,425.3
-25.394220000,133.193180000,425.8
-25.397440000,133.194210000,425.9
-25.398800000,133.194730000,426.5
-25.425750000,133.205770000,431.8
-25.427100000,133.206270000,433.0
-25.429810000,133.207160000,435.9
-25.432340000,133.207800000,435.0
-25.434150000,133.208180000,437.8
-25.442830000,133.209580000,438.1
-25.446170000,133.210310000,438.6
-25.448330000,133.210930000,439.9
-25.451860000,133.212040000,439.7
-25.486710000,133.223170000,457.9
-25.488740000,133.223750000,456.3
-25.491190000,133.224330000,455.3
-25.493790000,133.224800000,454.0
-25.495310000,133.225020000,454.6
-25.497100000,133.225190000,453.1
-25.499990000,133.225360000,452.6
-25.501890000,133.225390000,452.1
-25.503770000,133.225320000,450.2
-25.506440000,133.225110000,448.7
-25.509190000,133.224750000,449.0
-25.512320000,133.224150000,449.0
-25.517230000,133.222840000,449.9
-25.561810000,133.210570000,456.8
-25.563300000,133.210220000,457.0
-25.565450000,133.209800000,457.7
-25.567920000,133.209450000,458.3
-25.569380000,133.209290000,459.0
-25.572760000,133.209100000,459.7
-25.574930000,133.209100000,461.1
-25.576600000,133.209170000,459.2
-25.626600000,133.213160000,483.0
-25.629550000,133.213570000,484.7
-25.632000000,133.214050000,487.1
-25.634830000,133.214760000,486.9
-25.637030000,133.215440000,488.3
-25.639200000,133.216220000,488.5
-25.641880000,133.217340000,488.0
-25.644220000,133.218470000,487.0
-25.646450000,133.219680000,486.9
-25.648610000,133.221000000,486.8
-25.664250000,133.230940000,490.9
-25.749720000,133.284960000,504.4
-25.752260000,133.286420000,506.1
-25.753930000,133.287290000,507.6
-25.755820000,133.288170000,507.0
-25.757520000,133.288890000,509.0
-25.760430000,133.289950000,511.1
-25.763140000,133.290760000,513.7
-25.765690000,133.291370000,514.4
-25.767870000,133.291790000,514.6
-25.770640000,133.292170000,516.1
-25.780450000,133.293190000,524.4
-25.788320000,133.293970000,531.0
-25.789870000,133.294030000,533.3
-25.791330000,133.294000000,534.0
-25.793460000,133.293790000,533.2
-25.794960000,133.293520000,533.0
-25.796550000,133.293140000,535.8
-25.797580000,133.292830000,535.5
-25.798930000,133.292350000,533.3
-25.800130000,133.291850000,531.7
-25.802510000,133.290750000,532.1
-25.804210000,133.290060000,531.0
-25.806000000,133.289490000,529.8
-25.807530000,133.289110000,528.0
-25.809490000,133.288780000,527.4
-25.811690000,133.288590000,526.3
-25.813690000,133.288600000,524.5
-25.815780000,133.288780000,524.1
-25.816890000,133.288950000,523.3
-25.818490000,133.289290000,521.7
-25.820310000,133.289800000,521.7
-25.821750000,133.290330000,520.9
-25.823050000,133.290890000,519.6
-25.838890000,133.298270000,511.7
-25.839730000,133.298550000,512.0
-25.840500000,133.298720000,512.0
-25.841290000,133.298840000,511.5
-25.842330000,133.298910000,510.4
-25.843930000,133.298780000,511.6
-25.844870000,133.298580000,510.8
-25.845590000,133.298370000,510.7
-25.846980000,133.297770000,509.3
-25.847790000,133.297300000,508.8
-25.848500000,133.296810000,509.2
-25.867290000,133.282110000,506.5
-25.868620000,133.281120000,507.1
-25.872440000,133.278440000,506.2
-25.872690000,133.278200000,505.6
-25.873140000,133.277510000,505.0
-25.873390000,133.277310000,504.5
-25.878110000,133.274130000,503.0
-25.879870000,133.272860000,501.2
-25.881520000,133.271580000,501.9
-25.883150000,133.270150000,503.6
-25.883480000,133.269910000,503.8
-25.884030000,133.269620000,503.2
-25.889900000,133.264060000,506.0
-25.891170000,133.262940000,506.1
-25.893610000,133.260960000,506.9
-25.896320000,133.259050000,508.9
-25.898340000,133.257790000,508.0
-25.900030000,133.256840000,509.0
-25.901380000,133.256150000,510.7
-25.903310000,133.255240000,509.7
-25.939320000,133.240250000,523.1
-25.942490000,133.238790000,523.0
-25.945470000,133.237160000,525.0
-25.947370000,133.235990000,527.0
-25.948960000,133.234920000,526.7
-25.950760000,133.233600000,530.3
-25.952140000,133.232520000,531.0
-25.985170000,133.205190000,533.9
-25.987440000,133.203350000,534.1
-25.988280000,133.202740000,534.0
-25.989910000,133.201610000,532.0
-25.991940000,133.200320000,532.0
-25.994260000,133.199020000,528.1
-25.995610000,133.198340000,529.0
-25.997880000,133.197300000,527.3
-26.000450000,133.196310000,527.0
-26.003470000,133.195350000,526.4
-26.006690000,133.194570000,524.0
-26.008790000,133.194200000,523.4
-26.028230000,133.191570000,522.0
-26.032690000,133.191210000,521.7
-26.035180000,133.191090000,519.2
-26.037220000,133.191030000,518.4
-26.042320000,133.191090000,516.5
-26.044570000,133.191200000,514.7
-26.047290000,133.191420000,514.7
-26.050300000,133.191730000,516.6
-26.053970000,133.192240000,514.3
-26.096780000,133.199190000,503.0
-26.100540000,133.199720000,503.2
-26.103780000,133.200060000,501.9
-26.108720000,133.200390000,500.8
-26.110580000,133.200440000,499.6
-26.114600000,133.200440000,497.7
-26.118620000,133.200270000,496.6
-26.122870000,133.199910000,494.2
-26.194300000,133.191250000,472.1
-26.223630000,133.187750000,463.9
-26.227360000,133.187430000,461.5
-26.249930000,133.186060000,461.3
-26.251550000,133.186010000,458.1
-26.254270000,133.186030000,456.4
-26.256860000,133.186110000,455.1
-26.259980000,133.186330000,452.8
-26.319150000,133.192510000,440.0
-26.321320000,133.192820000,436.8
-26.323990000,133.193340000,435.6
-26.327240000,133.194180000,436.7
-26.329000000,133.194730000,438.1
-26.330890000,133.195400000,441.4
-26.334100000,133.196740000,437.0
-26.337260000,133.198330000,436.7
-26.346080000,133.203320000,433.1
-26.347630000,133.204250000,435.2
-26.348950000,133.205110000,436.1
-26.350870000,133.206530000,433.9
-26.352160000,133.207560000,434.4
-26.354360000,133.209490000,433.5
-26.367470000,133.222260000,433.3
-26.369330000,133.223910000,433.9
-26.371580000,133.225730000,433.1
-26.373780000,133.227320000,432.8
-26.375040000,133.228160000,428.7
-26.377040000,133.229390000,430.1
-26.379650000,133.230820000,431.0
-26.381470000,133.231710000,429.7
-26.384550000,133.233010000,429.1
-26.445550000,133.254190000,412.7
-26.451190000,133.256090000,413.4
-26.452850000,133.256590000,416.0
-26.455180000,133.257180000,416.0
-26.456860000,133.257550000,417.8
-26.459610000,133.258020000,416.9
-26.463380000,133.258460000,418.1
-26.466790000,133.258640000,417.7
-26.470810000,133.258580000,409.8
-26.543340000,133.253570000,426.7
-26.547160000,133.253210000,424.9
-26.550080000,133.252870000,422.5
-26.553410000,133.252420000,423.1
-26.565280000,133.250560000,424.2
-26.569240000,133.250200000,425.3
-26.571210000,133.250130000,424.6
-26.574400000,133.250160000,423.9
-26.577160000,133.250310000,420.8
-26.579340000,133.250550000,421.4
-26.581430000,133.250850000,419.3
-26.583980000,133.251320000,419.6
-26.587210000,133.252090000,419.2
-26.588590000,133.252470000,419.0
-26.591390000,133.253380000,420.6
-26.594580000,133.254610000,421.2
-26.596470000,133.255430000,420.3
-26.598280000,133.256310000,421.9
-26.600420000,133.257420000,420.6
-26.603560000,133.259280000,417.6
-26.619920000,133.270150000,408.8
-26.621540000,133.271130000,408.5
-26.623790000,133.272380000,409.0
-26.626160000,133.273570000,410.2
-26.628020000,133.274400000,409.5
-26.629810000,133.275150000,409.7
-26.633080000,133.276330000,403.7
-26.664300000,133.286340000,399.4
-26.670390000,133.288350000,401.0
-26.672230000,133.289030000,401.4
-26.676390000,133.290770000,398.8
-26.679580000,133.292280000,399.8
-26.694690000,133.300360000,397.4
-26.697830000,133.301890000,397.3
-26.700360000,133.303040000,397.7
-26.706080000,133.305410000,396.9
-26.709500000,133.306710000,395.9
-26.734940000,133.316290000,398.4
-26.739850000,133.318030000,396.2
-26.744480000,133.319480000,397.4
-26.748700000,133.320700000,396.0
-26.754560000,133.322190000,396.3
-26.760340000,133.323430000,394.5
-26.763950000,133.324090000,393.2
-26.767200000,133.324620000,392.2
-26.772900000,133.325380000,392.3
-26.781870000,133.326300000,394.4
-26.808790000,133.328980000,392.5
-26.826720000,133.330560000,399.4
-26.827970000,133.330760000,400.2
-26.829450000,133.331110000,397.6
-26.831150000,133.331660000,397.0
-26.832190000,133.332110000,396.8
-26.833950000,133.333040000,397.7
-26.835340000,133.333960000,397.9
-26.836050000,133.334500000,399.3
-26.837130000,133.335440000,402.7
-26.838420000,133.336740000,406.4
-26.839800000,133.338420000,411.8
-26.840640000,133.339660000,416.0
-26.841440000,133.341030000,417.8
-26.849640000,133.356910000,412.3
-26.850760000,133.358950000,412.6
-26.852160000,133.361220000,412.1
-26.853340000,133.362900000,413.0
-26.855190000,133.365290000,413.2
-26.856860000,133.367170000,413.6
-26.858280000,133.368610000,413.7
-26.860150000,133.370340000,413.6
-26.862150000,133.371960000,412.4
-26.864120000,133.373370000,410.2
-26.865800000,133.374440000,411.0
-26.868700000,133.376020000,407.4
-26.870890000,133.376990000,407.4
-26.873780000,133.378090000,405.8
-26.876660000,133.378990000,406.8
-26.879490000,133.379660000,406.1
-26.881270000,133.380010000,407.5
-26.883960000,133.380420000,404.4
-26.885220000,133.380550000,405.9
-26.888200000,133.380730000,405.5
-26.891030000,133.380730000,401.1
-26.892280000,133.380680000,401.1
-26.893900000,133.380570000,400.9
-26.896120000,133.380320000,400.5
-26.899130000,133.379820000,399.4
-26.915570000,133.376040000,397.0
-26.918610000,133.375500000,396.6
-26.920880000,133.375210000,395.3
-26.923000000,133.375060000,396.1
-26.926030000,133.374990000,395.5
-26.927790000,133.375030000,395.0
-26.929090000,133.375110000,393.4
-26.932100000,133.375410000,392.7
-26.933590000,133.375640000,392.1
-26.935820000,133.376070000,393.4
-26.959460000,133.381720000,385.3
-26.960720000,133.382090000,386.2
-26.961820000,133.382490000,385.0
-26.963050000,133.383070000,384.8
-26.963930000,133.383570000,384.5
-26.965320000,133.384500000,385.9
-26.966250000,133.385240000,385.3
-26.967460000,133.386390000,386.0
-26.968000000,133.386990000,386.3
-26.968750000,133.387880000,387.5
-26.969480000,133.388870000,385.4
-26.970600000,133.390760000,384.9
-26.971160000,133.391900000,385.1
-26.971630000,133.393050000,385.5
-26.972080000,133.394400000,384.4
-26.973610000,133.400010000,382.0
-26.974300000,133.401940000,381.8
-26.974940000,133.403340000,382.1
-26.975420000,133.404220000,381.5
-26.976090000,133.405320000,379.5
-26.976940000,133.406500000,381.6
-26.977780000,133.407510000,382.3
-26.978560000,133.408320000,380.0
-26.979260000,133.408980000,380.7
-26.980830000,133.410210000,377.5
-26.981980000,133.410940000,376.1
-26.982620000,133.411280000,376.6
-26.984410000,133.412090000,376.0
-26.985550000,133.412470000,374.3
-26.991700000,133.414160000,373.0
-26.993910000,133.414850000,373.3
-26.996910000,133.416020000,373.0
-26.998050000,133.416520000,374.2
-27.000200000,133.417610000,371.7
-27.001930000,133.418590000,371.7
-27.063550000,133.457240000,373.6
-27.068090000,133.460030000,377.8
-27.071230000,133.461820000,382.1
-27.074320000,133.463490000,380.7
-27.077290000,133.464980000,380.5
-27.080910000,133.466660000,378.7
-27.099590000,133.474820000,374.1
-27.102370000,133.476170000,374.3
-27.103880000,133.477030000,374.1
-27.105930000,133.478300000,373.0
-27.107890000,133.479680000,373.6
-27.109150000,133.480660000,372.4
-27.110250000,133.481560000,371.9
-27.111770000,133.482900000,372.0
-27.114030000,133.485160000,372.7
-27.116270000,133.487720000,372.4
-27.117090000,133.488770000,375.0
-27.117960000,133.489920000,376.8
-27.119010000,133.491420000,376.8
-27.120070000,133.493070000,379.2
-27.127380000,133.505860000,382.0
-27.128330000,133.507410000,381.2
-27.129950000,133.509830000,378.2
-27.131000000,133.511240000,377.7
-27.132980000,133.513650000,371.3
-27.135050000,133.515880000,369.2
-27.136300000,133.517090000,368.4
-27.138250000,133.518790000,367.6
-27.139390000,133.519720000,366.7
-27.141410000,133.521210000,365.4
-27.143570000,133.522620000,365.0
-27.144740000,133.523320000,365.0
-27.146070000,133.524040000,365.3
-27.148350000,133.525140000,366.2
-27.149980000,133.525840000,366.0
-27.151970000,133.526580000,364.0
-27.153310000,133.527020000,364.0
-27.155990000,133.527740000,363.7
-27.174050000,133.531570000,356.0
-27.178070000,133.532480000,354.6
-27.182080000,133.533520000,353.1
-27.184720000,133.534280000,351.5
-27.188280000,133.535390000,351.1
-27.192610000,133.536890000,346.8
-27.196380000,133.538330000,344.0
-27.199140000,133.539470000,342.6
-27.203020000,133.541210000,342.0
-27.207360000,133.543320000,339.1
-27.211630000,133.545590000,340.0
-27.214610000,133.547270000,341.7
-27.218970000,133.549920000,342.1
-27.221580000,133.551630000,340.8
-27.225190000,133.554120000,341.0
-27.251800000,133.573700000,333.5
-27.255540000,133.576620000,332.4
-27.260660000,133.580890000,330.1
-27.264220000,133.584040000,330.7
-27.267710000,133.587300000,327.9
-27.270350000,133.589860000,329.2
-27.281960000,133.601500000,326.2
-27.286520000,133.605840000,324.2
-27.290450000,133.609360000,323.5
-27.294230000,133.612540000,322.1
-27.301740000,133.618650000,321.5
-27.303560000,133.620320000,323.3
-27.304490000,133.621240000,323.6
-27.306330000,133.623250000,322.4
-27.310040000,133.627690000,321.1
-27.311730000,133.629480000,320.8
-27.314110000,133.631730000,324.0
-27.316260000,133.633490000,324.5
-27.318130000,133.634860000,324.5
-27.319800000,133.635950000,324.0
-27.394930000,133.684230000,304.8
-27.398320000,133.686600000,304.0
-27.400000000,133.687870000,302.0
-27.403120000,133.690360000,301.2
-27.405450000,133.692390000,301.0
-27.407020000,133.693860000,299.2
-27.409230000,133.695980000,301.0
-27.410750000,133.697560000,297.8
-27.415370000,133.702630000,296.8
-27.418130000,133.705520000,295.8
-27.421470000,133.708750000,296.0
-27.422890000,133.710050000,295.5
-27.424930000,133.711840000,296.3
-27.427960000,133.714380000,293.3
-27.431690000,133.717250000,293.3
-27.436450000,133.720570000,290.1
-27.438530000,133.721910000,288.6
-27.444870000,133.725730000,288.2
-27.448050000,133.727870000,288.9
-27.449580000,133.728940000,286.5
-27.452550000,133.731210000,286.9
-27.454460000,133.732770000,285.4
-27.455930000,133.734050000,285.2
-27.459050000,133.736910000,285.4
-27.511710000,133.786620000,297.0
-27.515710000,133.790300000,293.9
-27.520430000,133.794390000,291.0
-27.524140000,133.797410000,289.1
-27.526480000,133.799230000,290.8
-27.560180000,133.824060000,288.2
-27.586490000,133.843360000,290.8
-27.598410000,133.852200000,292.7
-27.602420000,133.855310000,293.7
-27.607340000,133.859440000,294.3
-27.610360000,133.862110000,291.4
-27.616440000,133.867850000,290.9
-27.619780000,133.871250000,291.2
-27.623950000,133.875720000,290.9
-27.626900000,133.879080000,290.9
-27.629760000,133.882490000,290.7
-27.632580000,133.885970000,293.1
-27.637000000,133.891820000,292.3
-27.664840000,133.929710000,295.3
-27.666680000,133.931990000,301.4
-27.668300000,133.933800000,303.8
-27.670040000,133.935670000,305.6
-27.672360000,133.937870000,310.7
-27.673880000,133.939210000,311.2
-27.677380000,133.941960000,308.4
-27.679960000,133.943710000,301.2
-27.683000000,133.945560000,297.5
-27.684630000,133.946430000,301.3
-27.688000000,133.948420000,306.4
-27.691340000,133.950620000,311.1
-27.694390000,133.952850000,314.4
-27.696030000,133.953930000,315.5
-27.698280000,133.955250000,320.1
-27.701200000,133.956780000,324.1
-27.702090000,133.957290000,325.0
-27.703690000,133.958380000,324.5
-27.704540000,133.959040000,324.8
-27.706270000,133.960550000,318.3
-27.708270000,133.962500000,317.2
-27.710410000,133.964860000,315.1
-27.714070000,133.969510000,310.4
-27.715500000,133.971170000,308.1
-27.717320000,133.973080000,304.1
-27.718750000,133.974450000,305.5
-27.721210000,133.976560000,309.6
-27.723580000,133.978320000,309.6
-27.724900000,133.979190000,312.0
-27.726570000,133.980210000,314.1
-27.729650000,133.981840000,316.5
-27.738710000,133.986090000,330.5
-27.740490000,133.987010000,330.0
-27.742330000,133.988020000,328.4
-27.744180000,133.989110000,328.8
-27.745470000,133.989930000,326.5
-27.747640000,133.991410000,326.2
-27.749690000,133.992950000,323.1
-27.751910000,133.994780000,320.0
-27.753100000,133.995810000,318.0
-27.754770000,133.997350000,316.0
-27.763600000,134.006260000,312.1
-27.765260000,134.007890000,313.4
-27.766170000,134.008710000,311.7
-27.767580000,134.009920000,313.2
-27.768820000,134.010910000,312.1
-27.770110000,134.011850000,312.3
-27.771870000,134.013030000,311.2
-27.774830000,134.014770000,310.7
-27.776780000,134.015770000,308.6
-27.778430000,134.016490000,308.2
-27.780840000,134.017420000,304.0
-27.783960000,134.018370000,301.3
-27.787200000,134.019060000,302.3
-27.789080000,134.019350000,300.9
-27.792050000,134.019630000,296.7
-27.793820000,134.019670000,293.8
-27.801450000,134.019610000,297.4
-27.804090000,134.019670000,302.3
-27.808530000,134.019970000,304.7
-27.812130000,134.020410000,306.5
-27.816470000,134.021130000,308.5
-27.820820000,134.022140000,303.5
-27.823980000,134.022970000,302.2
-27.835260000,134.026730000,296.3
-27.857110000,134.034100000,289.1
-27.860740000,134.035400000,291.1
-27.867960000,134.038220000,294.7
-27.875150000,134.041320000,292.3
-27.878510000,134.042870000,291.3
-27.883690000,134.045390000,290.2
-27.889160000,134.048250000,286.0
-27.893610000,134.050700000,284.4
-27.896970000,134.052610000,284.9
-27.901510000,134.055360000,284.9
-27.905480000,134.057830000,288.7
-27.910220000,134.061000000,287.7
-27.913940000,134.063570000,286.1
-27.919510000,134.067640000,285.6
-27.922820000,134.070160000,286.2
-27.955500000,134.095610000,278.1
-27.958590000,134.097890000,276.6
-27.961850000,134.100090000,277.9
-27.964520000,134.101730000,275.6
-27.966780000,134.103030000,276.3
-27.970100000,134.104770000,276.0
-27.972740000,134.106020000,275.7
-27.974860000,134.106940000,275.7
-27.978080000,134.108230000,275.0
-27.980540000,134.109110000,274.4
-27.983250000,134.109960000,275.9
-27.985630000,134.110650000,277.2
-27.989740000,134.111640000,276.3
-27.992990000,134.112260000,276.0
-27.996600000,134.112790000,280.5
-28.000360000,134.113170000,279.3
-28.003250000,134.113340000,280.9
-28.006330000,134.113410000,280.1
-28.009420000,134.113350000,281.3
-28.013520000,134.113100000,280.2
-28.015900000,134.112850000,282.2
-28.018610000,134.112490000,282.3
-28.020680000,134.112150000,283.6
-28.024870000,134.111280000,281.8
-28.039560000,134.107700000,283.4
-28.042440000,134.107140000,283.0
-28.044110000,134.106910000,279.4
-28.047890000,134.106600000,282.5
-28.050650000,134.106550000,283.5
-28.053960000,134.106720000,282.0
-28.056780000,134.107040000,281.9
-28.058060000,134.107240000,281.0
-28.059210000,134.107440000,281.7
-28.062340000,134.108160000,280.2
-28.064750000,134.108850000,281.4
-28.065970000,134.109260000,280.3
-28.069650000,134.110720000,282.1
-28.072210000,134.111930000,282.9
-28.073440000,134.112570000,284.6
-28.075000000,134.113430000,284.0
-28.077560000,134.115060000,284.0
-28.079130000,134.116130000,284.6
-28.080470000,134.117140000,283.5
-28.081400000,134.117850000,282.5
-28.083010000,134.119200000,283.4
-28.088010000,134.123850000,282.9
-28.089960000,134.125510000,281.0
-28.092590000,134.127480000,285.1
-28.095260000,134.129190000,287.6
-28.096920000,134.130130000,287.9
-28.098550000,134.130950000,288.0
-28.100930000,134.132000000,288.4
-28.102420000,134.132570000,289.0
-28.104330000,134.133210000,290.4
-28.106770000,134.133880000,289.0
-28.107990000,134.134150000,289.0
-28.109920000,134.134500000,287.9
-28.112600000,134.134830000,288.6
-28.114410000,134.134960000,287.3
-28.115830000,134.134990000,286.0
-28.118580000,134.134940000,283.7
-28.121060000,134.134700000,280.7
-28.122430000,134.134520000,280.1
-28.142000000,134.131520000,270.7
-28.145930000,134.131140000,268.6
-28.149720000,134.130920000,266.4
-28.153410000,134.130880000,267.0
-28.156970000,134.130980000,268.3
-28.159380000,134.131140000,266.8
-28.162760000,134.131460000,266.8
-28.166160000,134.131920000,268.3
-28.168630000,134.132340000,268.6
-28.171050000,134.132820000,267.3
-28.174180000,134.133540000,267.0
-28.178930000,134.134880000,267.0
-28.182780000,134.136160000,268.7
-28.184610000,134.136840000,268.2
-28.187770000,134.138120000,266.5
-28.211880000,134.148490000,274.1
-28.214500000,134.149580000,275.6
-28.217100000,134.150530000,275.3
-28.219720000,134.151360000,274.9
-28.222810000,134.152190000,274.9
-28.225430000,134.152770000,275.3
-28.229480000,134.153440000,274.9
-28.233350000,134.153850000,275.0
-28.237350000,134.154010000,275.8
-28.245180000,134.153940000,275.5
-28.250960000,134.154100000,276.8
-28.253680000,134.154240000,276.1
-28.258010000,134.154570000,275.7
-28.262870000,134.155070000,274.0
-28.267270000,134.155670000,274.8
-28.271730000,134.156400000,275.0
-28.313640000,134.163780000,278.6
-28.315700000,134.164190000,279.0
-28.319550000,134.165100000,279.1
-28.324040000,134.166330000,278.6
-28.327570000,134.167430000,276.0
-28.330970000,134.168610000,274.1
-28.338980000,134.171740000,272.4
-28.341170000,134.172540000,270.5
-28.346970000,134.174500000,271.0
-28.351940000,134.176010000,268.7
-28.356690000,134.177270000,269.7
-28.360770000,134.178250000,273.2
-28.379280000,134.182360000,269.9
-28.382110000,134.182950000,270.8
-28.384710000,134.183430000,268.6
-28.388710000,134.184060000,267.2
-28.392800000,134.184570000,263.9
-28.396600000,134.184930000,267.1
-28.399670000,134.185160000,270.8
-28.402610000,134.185300000,275.0
-28.405910000,134.185390000,273.3
-28.421920000,134.185380000,273.2
-28.423040000,134.185430000,274.2
-28.423920000,134.185540000,275.1
-28.426380000,134.186050000,277.2
-28.427810000,134.186470000,277.8
-28.429610000,134.187150000,275.0
-28.430620000,134.187610000,275.5
-28.431450000,134.188040000,273.7
-28.432970000,134.188950000,274.0
-28.434630000,134.190150000,273.6
-28.435380000,134.190770000,273.1
-28.436630000,134.191900000,272.0
-28.440500000,134.195650000,275.4
-28.442050000,134.196910000,274.5
-28.443310000,134.197740000,272.4
-28.444260000,134.198280000,270.8
-28.445760000,134.198960000,267.3
-28.446570000,134.199260000,266.2
-28.448540000,134.199800000,263.5
-28.450300000,134.200060000,263.0
-28.451360000,134.200120000,262.3
-28.453050000,134.200080000,263.6
-28.454410000,134.199900000,265.9
-28.456120000,134.199510000,266.6
-28.456790000,134.199320000,266.6
-28.460140000,134.198180000,269.0
-28.461980000,134.197730000,269.2
-28.463800000,134.197450000,268.6
-28.465380000,134.197340000,268.1
-28.467100000,134.197340000,267.5
-28.469150000,134.197550000,267.9
-28.471160000,134.197950000,269.9
-28.472360000,134.198290000,270.8
-28.474150000,134.198950000,270.0
-28.488510000,134.205350000,266.6
-28.491540000,134.207020000,263.1
-28.493350000,134.208170000,257.8
-28.495190000,134.209470000,265.2
-28.497080000,134.210930000,266.0
-28.499880000,134.213480000,267.1
-28.500920000,134.214530000,269.1
-28.502660000,134.216430000,268.5
-28.505510000,134.219760000,263.5
-28.507060000,134.221330000,268.2
-28.508760000,134.222930000,269.5
-28.509540000,134.223590000,269.0
-28.510920000,134.224720000,270.6
-28.512730000,134.226070000,270.9
-28.514680000,134.227370000,271.1
-28.516690000,134.228560000,272.5
-28.539510000,134.240470000,281.9
-28.542020000,134.241890000,283.8
-28.543830000,134.243060000,283.1
-28.545130000,134.243990000,284.0
-28.546970000,134.245470000,281.4
-28.548810000,134.247130000,279.7
-28.549890000,134.248180000,277.9
-28.551180000,134.249580000,277.9
-28.552490000,134.251130000,277.6
-28.554230000,134.253460000,277.1
-28.555460000,134.255310000,276.8
-28.558330000,134.259840000,279.8
-28.559330000,134.261290000,280.6
-28.560570000,134.262880000,281.6
-28.561350000,134.263790000,282.5
-28.562470000,134.264970000,283.0
-28.563750000,134.266200000,284.5
-28.565160000,134.267380000,285.3
-28.566080000,134.268070000,286.1
-28.567770000,134.269210000,285.6
-28.570800000,134.271120000,283.6
-28.573790000,134.273250000,279.6
-28.576480000,134.275460000,277.7
-28.578680000,134.277490000,277.0
-28.579650000,134.278460000,276.6
-28.581270000,134.280200000,274.4
-28.583140000,134.282370000,276.1
-28.585360000,134.285260000,276.9
-28.588230000,134.289360000,276.5
-28.588960000,134.290260000,278.1
-28.590230000,134.291590000,277.1
-28.591130000,134.292390000,277.9
-28.592350000,134.293330000,278.8
-28.593150000,134.293850000,276.4
-28.594340000,134.294530000,275.6
-28.595170000,134.294930000,275.8
-28.596560000,134.295480000,276.1
-28.599360000,134.296370000,278.1
-28.601620000,134.297180000,276.4
-28.603700000,134.298060000,276.6
-28.605210000,134.298770000,277.9
-28.607540000,134.300010000,281.0
-28.609010000,134.300880000,280.1
-28.610620000,134.301910000,279.2
-28.612020000,134.302890000,280.3
-28.614450000,134.304780000,279.3
-28.615880000,134.306010000,279.9
-28.618490000,134.308510000,275.6
-28.619800000,134.309900000,274.8
-28.621400000,134.311770000,272.2
-28.622660000,134.313360000,270.8
-28.624120000,134.315370000,269.5
-28.625570000,134.317580000,270.2
-28.627080000,134.320180000,268.5
-28.628020000,134.321950000,268.9
-28.629120000,134.324270000,270.0
-28.630050000,134.326440000,272.8
-28.630790000,134.328360000,274.0
-28.631290000,134.329770000,274.3
-28.632460000,134.333510000,273.6
-28.633040000,134.335130000,270.5
-28.633830000,134.337050000,270.3
-28.634820000,134.339100000,268.2
-28.636160000,134.341480000,268.1
-28.642220000,134.350590000,273.3
-28.642660000,134.351320000,272.6
-28.643610000,134.353150000,270.9
-28.643940000,134.353930000,271.3
-28.644600000,134.355740000,273.4
-28.645180000,134.357950000,276.1
-28.645440000,134.359540000,275.9
-28.645950000,134.363600000,277.4
-28.646450000,134.365900000,273.3
-28.647110000,134.368010000,272.7
-28.648020000,134.370220000,274.0
-28.648480000,134.371160000,274.7
-28.649620000,134.373140000,271.7
-28.650880000,134.374910000,267.1
-28.651590000,134.375800000,267.2
-28.653220000,134.377540000,266.3
-28.655440000,134.379540000,268.5
-28.656550000,134.380730000,268.2
-28.657240000,134.381560000,270.3
-28.657840000,134.382370000,269.7
-28.658720000,134.383740000,268.9
-28.659600000,134.385420000,270.0
-28.660230000,134.386900000,271.6
-28.660580000,134.387870000,271.7
-28.660960000,134.389140000,270.7
-28.661340000,134.390850000,271.6
-28.662100000,134.395190000,272.2
-28.662820000,134.398010000,270.6
-28.663530000,134.400100000,269.3
-28.664500000,134.402490000,267.4
-28.665580000,134.404630000,269.6
-28.666330000,134.405950000,268.2
-28.671490000,134.413640000,271.5
-28.672310000,134.415050000,272.0
-28.673200000,134.416820000,273.5
-28.673560000,134.417680000,275.8
-28.674140000,134.419230000,278.6
-28.674600000,134.420770000,275.0
-28.675970000,134.426630000,272.0
-28.676680000,134.429210000,272.1
-28.677510000,134.431500000,273.0
-28.678530000,134.433770000,274.2
-28.679570000,134.435700000,274.5
-28.680950000,134.437850000,276.0
-28.681490000,134.438610000,276.9
-28.682820000,134.440260000,276.1
-28.684040000,134.441580000,276.0
-28.685980000,134.443380000,278.8
-28.687480000,134.444550000,278.9
-28.710400000,134.459900000,246.1
-28.713390000,134.462070000,246.1
-28.715980000,134.464180000,244.4
-28.717470000,134.465530000,247.6
-28.719310000,134.467340000,253.0
-28.721490000,134.469740000,252.7
-28.724000000,134.472850000,252.1
-28.727590000,134.477910000,256.1
-28.729110000,134.479940000,257.9
-28.730260000,134.481360000,256.4
-28.732290000,134.483600000,255.5
-28.734740000,134.485970000,254.3
-28.736670000,134.487590000,253.8
-28.738750000,134.489180000,258.0
-28.743860000,134.492560000,257.8
-28.745530000,134.493800000,256.3
